provincia,partido,localidad,linkIndec,adsl,cablemodem,dialUp,fibraOptica,otros,satelital,wimax,wireless,totalGeneral
CORDOBA,Cruz del Eje,El Brete,14028060,0,0,0,1,0,0,0,65,66
CORDOBA,Cruz del Eje,Guanaco Muerto,14028080,0,0,0,0,0,0,0,17,17
CORDOBA,Cruz del Eje,La Banda,14028090,0,0,0,0,0,1,0,0,1
CORDOBA,Cruz del Eje,La Batea,14028100,0,0,0,0,0,0,0,1,1
CORDOBA,Cruz del Eje,La Higuera,14028110,6,0,0,0,0,0,0,2,8
CORDOBA,Cruz del Eje,Las Playas,14028130,0,0,0,1,0,0,0,176,177
CORDOBA,Cruz del Eje,Los Chañaritos,14028140,0,0,0,1,0,0,0,9,10
CORDOBA,Cruz del Eje,Media Naranja,14028150,0,0,0,0,0,0,0,60,60
CORDOBA,Cruz del Eje,Paso Viejo,14028160,63,0,0,0,0,0,0,54,117
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,0,16,0,585,0,0,0,180,781
CORDOBA,Cruz del Eje,Serrezuela,14028180,87,0,0,10,0,0,0,2,99
CORDOBA,Cruz del Eje,Tuclame,14028190,0,0,0,0,0,0,0,13,13
CORDOBA,Cruz del Eje,Villa de Soto,14028200,347,0,0,495,0,2,0,318,1162
CORDOBA,Cruz del Eje,Canteras Quilpo,14028030,0,0,0,0,0,0,0,2,2
CORDOBA,General Roca,Del Campillo,14035010,608,0,0,678,0,1,0,0,1287
CORDOBA,General Roca,Hipólito Bouchard,14035030,0,0,0,0,0,1,0,0,1
CORDOBA,General Roca,Huinca Renancó,14035040,572,0,0,1296,0,0,0,1097,2965
CORDOBA,General Roca,ITALÓ,14035050,0,0,0,0,171,0,0,0,171
CORDOBA,General Roca,PINCÉN,14035090,0,0,0,0,9,0,0,0,9
CORDOBA,General Roca,Villa Huidobro,14035120,0,789,8,2,0,1,0,1099,1899
CORDOBA,General Roca,Villa Valeria,14035140,234,0,0,567,0,1,0,130,932
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,0,1666,0,37,0,0,0,82,1785
CORDOBA,General Roca,Nicolás Bruzzone,14035070,0,0,0,0,0,0,0,91,91
CORDOBA,General San Martín,Arroyo Cabral,14042020,2,393,0,2,0,1,0,276,674
CORDOBA,General San Martín,Ausonia,14042030,0,0,0,1,0,0,0,1,2
CORDOBA,General San Martín,Chazón,14042040,0,426,0,0,0,0,0,0,426
CORDOBA,General San Martín,Etruria,14042050,15,1,0,0,2,1,0,0,19
CORDOBA,General San Martín,La Laguna,14042060,524,0,0,0,0,0,0,0,524
CORDOBA,General San Martín,La Playosa,14042080,650,0,0,0,0,1,0,69,720
CORDOBA,General San Martín,Pasco,14042110,0,0,0,1,0,0,0,0,1
CORDOBA,General San Martín,Silvio Pellico,14042130,0,0,0,175,0,0,0,72,247
CORDOBA,General San Martín,Ticino,14042140,0,778,0,7,0,2,0,0,787
CORDOBA,General San Martín,Tío Pujio,14042150,555,0,0,2,0,0,0,53,610
CORDOBA,General San Martín,Villa María,14042170,1866,16763,0,12653,0,1,0,1187,32470
CORDOBA,General San Martín,Villa Nueva,14042180,488,2137,0,2679,1,1,0,414,5720
CORDOBA,General San Martín,Arroyo Algodón,14042010,159,0,0,1,0,0,0,226,386
CORDOBA,General San Martín,La Palestina,14042070,0,0,0,0,0,0,0,1,1
CORDOBA,Ischilín,Chuña,14049030,0,0,0,0,0,2,0,102,104
CORDOBA,Ischilín,Copacabana,14049040,0,0,0,0,0,0,0,12,12
CORDOBA,Ischilín,Deán Funes,14049050,445,1253,0,1422,0,1,0,0,3121
CORDOBA,Ischilín,Esquina del Alambre,14049060,0,0,0,0,0,0,0,1,1
CORDOBA,Ischilín,Olivares de San Nicolás,14049090,0,0,0,0,0,0,0,1,1
CORDOBA,Ischilín,Quilino,14049100,132,0,0,65,0,0,0,0,197
CORDOBA,Ischilín,Villa Quilino,14049130,0,0,0,30,0,0,0,0,30
CORDOBA,Juárez Celman,Alejandro Roca (Est. Alejandro),14056010,324,0,0,0,0,0,0,300,624
CORDOBA,Juárez Celman,Bengolea,14056030,0,0,0,269,0,0,0,0,269
CORDOBA,Juárez Celman,Carnerillo,14056040,66,0,0,726,1,1,0,195,989
CORDOBA,Juárez Celman,Charras,14056050,0,0,0,1,0,0,0,12,13
CORDOBA,Juárez Celman,General Cabrera,14056070,457,0,0,1,0,0,0,0,458
CORDOBA,Juárez Celman,General Deheza,14056080,2,1328,0,3359,1,0,0,0,4690
CORDOBA,Juárez Celman,Huanchillas,14056090,0,0,0,11,0,0,0,0,11
CORDOBA,Juárez Celman,La Carlota,14056100,647,0,0,0,0,0,0,0,647
CORDOBA,Juárez Celman,Los Cisnes,14056110,0,0,0,208,0,0,0,39,247
CORDOBA,Juárez Celman,Olaeta,14056120,0,65,0,0,0,0,0,0,65
CORDOBA,Juárez Celman,Santa Eufemia,14056150,0,676,0,0,0,1,0,64,741
CORDOBA,Juárez Celman,Ucacha,14056160,85,2019,0,2,0,0,0,82,2188
CORDOBA,Juárez Celman,Villa Reducción,14056170,0,0,0,0,0,0,0,232,232
CORDOBA,Marcos Juárez,Alejo Ledesma,14063010,0,0,0,1,0,3,0,64,68
CORDOBA,Marcos Juárez,Arias,14063020,388,0,0,0,0,0,0,0,388
CORDOBA,Marcos Juárez,Camilo Aldao,14063030,1039,0,0,543,20,1,0,0,1603
CORDOBA,Marcos Juárez,Colonia Italiana,14063070,0,158,0,0,31,0,0,10,199
CORDOBA,Marcos Juárez,Corral de Bustos,14063090,697,4298,0,1027,1790,0,0,49,7861
CORDOBA,Marcos Juárez,Cruz Alta,14063100,593,0,0,0,0,1,0,2,596
CORDOBA,Marcos Juárez,General Baldissera,14063110,451,0,0,0,0,1,0,0,452
CORDOBA,Marcos Juárez,General Roca,14063120,1214,0,0,1,0,2,0,0,1217
CORDOBA,Marcos Juárez,Guatimozín,14063130,146,0,0,700,593,1,0,15,1455
CORDOBA,Marcos Juárez,Inriville,14063140,192,0,0,0,0,0,0,89,281
CORDOBA,Marcos Juárez,Isla Verde,14063150,454,262,0,211,0,0,0,0,927
CORDOBA,Marcos Juárez,Leones,14063160,189,2762,0,4,0,0,0,23,2978
CORDOBA,Marcos Juárez,Los Surgentes,14063170,599,0,0,300,0,1,0,0,900
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,77,11084,0,9,0,0,0,240,11410
CORDOBA,Marcos Juárez,Monte Buey,14063190,1563,0,0,0,0,0,0,0,1563
CORDOBA,Marcos Juárez,Villa Elisa,14063230,185,0,12,1492,0,0,0,0,1689
CORDOBA,Marcos Juárez,Saira,14063210,253,0,0,0,0,0,0,0,253
CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,14063040,15,0,0,0,0,0,0,25,40
CORDOBA,Marcos Juárez,Cavanagh,14063050,0,0,0,0,0,0,0,322,322
CORDOBA,Minas,Ciénaga del Coro,14070010,0,0,0,1,0,0,0,64,65
CORDOBA,Minas,La Playa,14070050,0,0,0,0,0,0,0,53,53
CORDOBA,Minas,San Carlos Minas,14070060,171,0,0,2,0,0,0,291,464
CORDOBA,Minas,Tosno,14070080,0,0,0,0,0,0,0,27,27
CORDOBA,Minas,El Chacho,14070020,0,0,0,1,0,0,0,173,174
CORDOBA,Minas,Estancia de Guadalupe,14070030,0,0,0,0,0,0,0,35,35
CORDOBA,Minas,Guasapampa,14070040,0,0,0,0,0,0,0,34,34
CORDOBA,Minas,Talaini,14070070,0,0,0,0,0,0,0,23,23
CORDOBA,OTROS,OTROS,Sin Datos,0,0,0,0,485,0,0,268,753
CORDOBA,Pocho,Chancani,14077010,0,0,0,0,0,0,0,97,97
CORDOBA,Pocho,Las Palmas,14077020,0,0,0,0,0,0,0,9,9
CORDOBA,Pocho,Salsacate,14077040,81,0,0,3,0,1,0,298,383
CORDOBA,Pocho,Villa de Pocho,14077080,0,0,0,0,0,0,0,40,40
CORDOBA,Pocho,Los Talares,14077030,0,0,0,0,0,0,0,39,39
CORDOBA,Pocho,San Gerónimo,14077050,0,0,0,0,0,0,0,11,11
CORDOBA,Pocho,Tala Cañada,14077060,0,0,0,0,0,0,0,39,39
CORDOBA,Pocho,Taninga,14077070,0,0,0,0,0,0,0,167,167
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,0,2534,0,108,0,0,0,146,2788
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,395,0,0,2,17,1,0,38,453
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,478,7032,0,9,1,0,0,1133,8653
CORDOBA,Presidente Roque Sáenz Peña,Melo,14084050,0,0,0,10,21,0,0,389,420
CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,14084060,0,0,0,0,0,0,0,31,31
CORDOBA,Presidente Roque Sáenz Peña,Rosales,14084070,0,0,0,0,0,0,0,132,132
CORDOBA,Presidente Roque Sáenz Peña,Serrano,14084090,0,1033,0,0,0,1,0,81,1115
CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,14084040,0,0,0,1,0,0,0,0,1
CORDOBA,Presidente Roque Sáenz Peña,San Joaquín,14084080,0,0,0,0,0,0,0,42,42
CORDOBA,Punilla,Bialet Massé,14091020,276,0,0,0,0,0,0,333,609
CORDOBA,Punilla,Cabalango,14091030,0,0,0,0,0,0,0,207,207
CORDOBA,Punilla,Capilla del Monte,14091040,1036,457,0,0,0,0,0,282,1775
CORDOBA,Punilla,Casa Grande,14091050,0,0,0,0,0,0,0,57,57
CORDOBA,Punilla,Charbonier,14091060,0,0,0,0,0,0,0,102,102
CORDOBA,Punilla,Cosquín,14091070,1244,5530,0,19,0,0,0,113,6906
CORDOBA,Punilla,Cuesta Blanca,14091080,0,0,0,0,0,0,0,40,40
CORDOBA,Punilla,Estancia Vieja,14091090,0,0,0,0,0,0,0,216,216
CORDOBA,Punilla,Huerta Grande,14091100,0,28,0,1929,0,0,0,81,2038
CORDOBA,Punilla,La Cumbre,14091110,375,0,0,0,0,0,0,183,558
CORDOBA,Punilla,La Falda,14091120,918,5595,0,30,0,0,0,22,6565
CORDOBA,Punilla,Las Jarillas,14091130,0,0,0,0,0,0,0,4,4
CORDOBA,Punilla,Los Cocos,14091140,206,0,0,0,0,0,0,52,258
CORDOBA,Punilla,Mayu Sumaj,14091160,0,155,0,0,0,0,0,49,204
CORDOBA,Punilla,San Antonio de Arredondo,14091180,0,1673,0,1,0,0,0,112,1786
CORDOBA,Punilla,San Esteban,14091190,49,0,0,0,0,0,0,42,91
CORDOBA,Punilla,San Roque,14091200,0,0,0,0,0,0,0,233,233
CORDOBA,Punilla,Santa María de Punilla,14091210,568,0,0,2,1,0,0,113,684
CORDOBA,Punilla,Tala Huasi,14091220,0,0,0,0,0,0,0,15,15
CORDOBA,Punilla,Tanti,14091230,0,0,0,0,225,0,0,373,598
CORDOBA,Punilla,Valle Hermoso,14091240,260,22,0,1632,0,0,0,117,2031
CORDOBA,Punilla,Villa Carlos Paz,14091250,1719,25091,0,48,1,2,0,642,27503
CORDOBA,Punilla,Villa Giardino,14091270,366,0,0,0,0,0,0,206,572
CORDOBA,Punilla,Villa Parque Siquimán,14091290,0,0,0,0,0,0,0,285,285
CORDOBA,Punilla,Villa Río Icho Cruz,14091300,0,0,0,0,0,0,0,147,147
CORDOBA,Punilla,Villa Santa Cruz del Lago,14091320,228,0,0,0,0,0,0,279,507
CORDOBA,Río Cuarto,Achiras,14098010,0,0,0,50,0,0,0,258,308
CORDOBA,Río Cuarto,Adelia María,14098020,91,2816,0,22,0,0,0,222,3151
CORDOBA,Río Cuarto,Alcira (Est. Gigena),14098030,265,0,0,884,0,1,0,0,1150
CORDOBA,Río Cuarto,ALPA CORRAL,14098040,0,0,0,0,160,0,0,0,160
CORDOBA,Río Cuarto,Berrotarán,14098050,316,1868,0,3,0,0,0,135,2322
CORDOBA,Río Cuarto,Bulnes,14098060,50,0,0,0,0,1,0,0,51
CORDOBA,Río Cuarto,Chaján,14098070,0,0,0,78,0,1,0,0,79
CORDOBA,Río Cuarto,Chucul,14098080,14,0,0,3,0,0,0,74,91
CORDOBA,Río Cuarto,Coronel Moldes,14098100,313,0,0,0,1340,0,0,0,1653
CORDOBA,Río Cuarto,Elena,14098110,60,0,0,596,0,0,0,86,742
CORDOBA,Río Cuarto,La Carolina,14098120,7,0,0,0,0,2,0,66,75
CORDOBA,Río Cuarto,Las Acequias,14098150,422,0,0,8,0,0,0,0,430
CORDOBA,Río Cuarto,LAS ALBAHACAS,14098160,9,0,0,0,14,0,0,0,23
CORDOBA,Río Cuarto,Las Higueras,14098170,73,718,0,789,0,0,0,0,1580
CORDOBA,Río Cuarto,Las Peñas,14098180,4,0,0,0,0,0,0,25,29
CORDOBA,Río Cuarto,Las Vertientes,14098190,29,0,0,25,0,0,0,0,54
CORDOBA,Río Cuarto,OTROS,Sin Datos,0,0,0,0,30,0,0,0,30
CORDOBA,Río Cuarto,Río Cuarto,14098230,4767,34738,1,31922,0,4,0,1065,72497
CORDOBA,Río Cuarto,SAMPACHO,14098240,391,0,0,30,1070,0,0,219,1710
CORDOBA,Río Cuarto,San Basilio,14098250,37,0,0,865,0,1,0,0,903
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),14098260,353,0,0,0,0,0,0,0,353
CORDOBA,Río Cuarto,Vicuña Mackenna,14098290,2127,1518,0,71,0,1,0,0,3717
CORDOBA,Río Cuarto,VILLA EL CHACAY,14098300,0,0,0,0,4,0,0,0,4
CORDOBA,Río Cuarto,Washington,14098320,0,0,0,0,0,0,0,38,38
CORDOBA,Río Cuarto,Coronel Baigorria,14098090,0,0,0,1,0,0,0,0,1
CORDOBA,Río Primero,Cañada de Machado,14105020,0,0,0,0,0,0,0,11,11
CORDOBA,Río Primero,Esquina,14105090,0,0,0,55,0,1,0,0,56
CORDOBA,Río Primero,La Para,14105110,0,1167,0,4,0,1,0,154,1326
CORDOBA,Río Primero,La Puerta,14105130,0,0,0,1,0,0,0,100,101
CORDOBA,Río Primero,Montecristo,14105190,217,0,0,1331,0,1,0,185,1734
CORDOBA,Río Primero,OTROS,Sin Datos,0,0,0,0,0,0,0,20,20
CORDOBA,Río Primero,Piquillín,14105210,132,0,0,0,0,0,0,0,132
CORDOBA,Río Primero,Río Primero,14105240,1089,0,0,692,0,0,0,187,1968
CORDOBA,Río Primero,Santa Rosa de Río Primero,14105260,348,0,0,1224,0,0,0,301,1873
CORDOBA,Río Primero,Villa Fontana,14105270,0,0,0,271,3,0,0,166,440
CORDOBA,Río Primero,Diego de Rojas,14105060,0,0,0,1,0,0,0,0,1
CORDOBA,Río Primero,La Quinta,14105140,0,0,0,0,0,0,0,30,30
CORDOBA,Río Seco,Sebastián Elcano,14112110,0,0,0,2,0,0,0,0,2
CORDOBA,Río Seco,Villa de María,14112130,0,610,0,0,427,0,0,242,1279
CORDOBA,Río Seco,Cerro Colorado,14112010,0,0,0,0,0,0,0,60,60
CORDOBA,Río Seco,Rayo Cortado,14112080,0,0,0,0,0,0,0,57,57
CORDOBA,Río Segundo,Capilla del Carmen,14119030,0,153,0,0,0,0,0,11,164
CORDOBA,Río Segundo,Carrilobo,14119040,0,570,0,64,0,1,0,68,703
CORDOBA,Río Segundo,Colazo,14119050,0,0,0,2,0,1,0,0,3
CORDOBA,Río Segundo,Costasacate,14119070,126,0,0,153,0,0,0,12,291
CORDOBA,Río Segundo,Laguna Larga,14119090,518,0,0,1,0,0,0,704,1223
CORDOBA,Río Segundo,Las Junturas,14119100,30,0,0,633,0,1,0,0,664
CORDOBA,Río Segundo,Los Chañaritos,14119110,5,0,0,41,1,0,0,32,79
CORDOBA,Río Segundo,Luque,14119120,22,4,0,1240,0,0,0,19,1285
CORDOBA,Río Segundo,Manfredi,14119130,49,0,0,4,0,0,0,0,53
CORDOBA,Río Segundo,Oncativo,14119150,2385,71,0,152,0,0,0,436,3044
CORDOBA,Río Segundo,Pilar,14119160,872,0,0,1350,0,0,0,1215,3437
CORDOBA,Río Segundo,Pozo del Molle,14119170,0,1892,0,0,0,0,0,0,1892
CORDOBA,Río Segundo,Rincón,14119180,0,149,0,0,0,0,0,17,166
CORDOBA,Río Segundo,Río Segundo,14119190,1329,0,0,1751,0,0,0,1405,4485
CORDOBA,Río Segundo,Santiago Temple,14119200,59,769,0,16,2,1,0,89,936
CORDOBA,Río Segundo,Villa del Rosario,14119210,92,6600,0,1,0,0,0,51,6744
CORDOBA,Río Segundo,Calchín,14119010,0,985,0,0,45,0,0,0,1030
CORDOBA,San Alberto,Arroyo Los Patos,14126020,0,40,0,20,0,0,0,5,65
CORDOBA,San Alberto,El Huayco,14126030,67,0,0,0,0,0,0,6,73
CORDOBA,San Alberto,La Cortadera,14126040,0,0,0,1,0,0,0,0,1
CORDOBA,San Alberto,Las Calles,14126050,0,0,0,8,0,0,0,70,78
CORDOBA,San Alberto,Las Rabonas,14126070,0,0,0,0,11,0,0,51,62
CORDOBA,San Alberto,Mina Clavero,14126090,1394,302,0,187,0,0,0,0,1883
CORDOBA,San Alberto,Nono,14126110,156,30,0,110,0,0,0,51,347
CORDOBA,San Alberto,San Huberto,14126130,0,0,0,6,0,0,0,41,47
CORDOBA,San Alberto,San Lorenzo,14126140,0,0,0,0,0,0,0,20,20
CORDOBA,San Alberto,San Pedro,14126160,0,0,0,6,0,0,0,403,409
CORDOBA,San Alberto,San Vicente,14126170,0,0,0,6,0,0,0,33,39
CORDOBA,San Alberto,Sauce Arriba,14126180,0,0,0,0,0,0,0,21,21
CORDOBA,San Alberto,Villa Cura Brochero,14126200,0,180,0,125,0,0,0,3,308
CORDOBA,San Alberto,Villa Sarmiento,14126210,1,0,0,0,0,0,0,423,424
CORDOBA,San Javier,Conlara,14133010,0,0,0,0,0,0,0,24,24
CORDOBA,San Javier,Cruz Caña,14133030,0,0,0,0,0,0,0,41,41
CORDOBA,San Javier,Dos Arroyos,14133040,0,0,0,0,0,0,0,5,5
CORDOBA,San Javier,El Pantanillo,14133050,0,0,0,0,0,0,0,4,4
CORDOBA,San Javier,La Paz,14133060,0,0,0,0,0,1,0,268,269
CORDOBA,San Javier,La Población,14133070,0,0,0,0,0,0,0,78,78
CORDOBA,San Javier,La Ramada,14133080,0,0,0,0,0,0,0,14,14
CORDOBA,San Javier,La Travesía,14133090,0,0,0,0,0,0,0,49,49
CORDOBA,San Javier,Las Chacras,14133095,0,0,0,2,0,0,0,0,2
CORDOBA,San Javier,Las Tapias,14133100,0,0,0,0,0,0,0,251,251
CORDOBA,San Javier,Loma Bola,14133105,0,0,0,0,0,0,0,20,20
CORDOBA,San Javier,Los Cerrillos,14133110,0,0,0,0,0,0,0,64,64
CORDOBA,San Javier,Los Hornillos,14133120,180,0,0,0,0,0,0,43,223
CORDOBA,San Javier,Los Molles,14133130,0,0,0,0,0,0,0,36,36
CORDOBA,San Javier,Los Romeros,14133040,0,0,0,0,0,0,0,9,9
CORDOBA,San Javier,Luyaba,14133150,0,0,0,0,0,0,0,124,124
CORDOBA,San Javier,Quebracho Ladeado,14133155,0,0,0,0,0,0,0,10,10
CORDOBA,San Javier,Quebrada de los Pozos,14133160,0,0,0,0,0,1,0,81,82
CORDOBA,San Javier,San Javier y Yacanto,14133170,0,0,0,0,0,0,0,280,280
CORDOBA,San Javier,San José,14133180,0,0,0,0,0,0,0,69,69
CORDOBA,San Javier,Villa de las Rosas,14133190,0,0,0,0,0,0,0,329,329
CORDOBA,San Javier,Villa Dolores,14133200,302,466,0,6686,0,0,0,2167,9621
CORDOBA,San Javier,Villa La Viña,14133210,0,0,0,0,0,0,0,6,6
CORDOBA,San Justo,Alicia,14140010,0,325,0,928,647,1,0,66,1967
CORDOBA,San Justo,Altos de Chipión,14140020,0,0,0,622,0,1,0,0,623
CORDOBA,San Justo,Arroyito,14140030,296,4077,0,5392,0,1,69,103,9938
CORDOBA,San Justo,Brinkmann,14140050,133,0,0,2547,0,0,0,0,2680
CORDOBA,San Justo,Colonia Anita,14140060,0,0,0,0,0,0,0,4,4
CORDOBA,San Justo,Colonia Las Pichanas,14140080,0,0,0,0,0,0,0,4,4
CORDOBA,San Justo,Colonia Marina,14140090,0,0,0,423,0,1,0,133,557
CORDOBA,San Justo,Colonia San Bartolomé,14140110,0,0,0,66,0,0,0,361,427
CORDOBA,San Justo,Devoto,14140160,362,0,0,2,1,0,0,0,365
CORDOBA,San Justo,El Arañado,14140170,0,479,0,0,0,1,0,66,546
CORDOBA,San Justo,El Fuertecito,14140190,0,98,0,13,0,0,2,9,122
CORDOBA,San Justo,El Tío,14140200,15,705,0,126,0,0,0,33,879
CORDOBA,San Justo,Estación Luxardo,14140210,0,0,0,0,0,0,0,36,36
CORDOBA,San Justo,Freyre,14140220,172,1700,0,810,0,0,0,79,2761
CORDOBA,San Justo,La Francia,14140230,158,0,0,925,0,0,0,119,1202
CORDOBA,San Justo,La Tordilla,14140250,435,0,0,0,0,0,0,45,480
CORDOBA,San Justo,Las Varillas,14140270,274,0,0,6694,0,1,0,0,6969
CORDOBA,San Justo,Marull,14140280,0,0,0,651,0,1,0,150,802
CORDOBA,San Justo,Miramar,14140290,0,1058,0,0,115,0,0,96,1269
CORDOBA,San Justo,Morteros,14140300,134,0,0,6554,0,0,0,0,6688
CORDOBA,San Justo,Plaza Luxardo,14140310,0,0,0,0,0,0,0,6,6
CORDOBA,San Justo,Plaza San Francisco,14140320,0,0,0,0,0,0,0,9,9
CORDOBA,San Justo,Porteña,14140330,404,0,0,1784,0,0,0,73,2261
CORDOBA,San Justo,Quebracho Herrado,14140340,0,0,0,0,0,0,0,43,43
CORDOBA,San Justo,Sacanta,14140350,0,823,0,452,5,1,0,125,1406
CORDOBA,San Justo,San Francisco,14140360,2612,15156,0,348,60,0,0,605,18781
CORDOBA,San Justo,Saturnino María Laspiur,14140370,0,758,0,0,0,1,0,21,780
CORDOBA,San Justo,Tránsito,14140400,53,0,0,0,0,0,0,106,159
CORDOBA,San Justo,Villa Concepción del Tío,14140420,0,384,0,0,0,0,0,132,516
CORDOBA,San Justo,Villa San Esteban,14140440,0,0,0,0,0,0,0,31,31
CORDOBA,San Justo,Toro Pujio,14140390,77,0,0,0,0,0,0,0,77
CORDOBA,San Justo,Colonia Vignaud,14140150,81,0,0,102,0,0,0,0,183
CORDOBA,San Justo,Seeber,14140380,60,0,0,0,0,0,0,0,60
CORDOBA,San Justo,El Fortín,14140180,0,441,0,0,0,0,0,64,505
CORDOBA,San Justo,Las Varas,14140260,0,0,0,148,11,0,0,0,159
CORDOBA,San Justo,Villa del Tránsito,14140430,0,0,0,0,0,0,0,65,65
CORDOBA,San Justo,La Paquita,14140240,220,0,0,0,2,0,0,126,348
CORDOBA,San Justo,Transito,Sin Datos,0,943,0,133,0,0,0,0,1076
CORDOBA,Santa María,Alta Gracia,14147010,1688,15,0,13941,0,0,0,327,15971
CORDOBA,Santa María,Anisacate,14147020,63,0,0,0,0,0,0,106,169
CORDOBA,Santa María,Despeñaderos,14147080,923,0,0,1065,0,0,0,124,2112
CORDOBA,Santa María,La Cumbrecita,14147280,0,0,0,0,0,0,0,5,5
CORDOBA,Santa María,La Paisanita,14147150,33,0,0,0,0,0,0,0,33
CORDOBA,Santa María,Malagueño,14147210,30,0,0,14,0,0,0,383,427
CORDOBA,Santa María,OTROS,Sin Datos,0,0,0,0,0,0,0,602,602
CORDOBA,Santa María,Potrero de Garay,14147230,0,0,0,5,0,0,0,1198,1203
CORDOBA,Santa María,San Nicolás,14147260,4,0,0,0,0,0,0,0,4
CORDOBA,Santa María,Toledo,14147280,517,0,0,162,0,0,0,4,683
CORDOBA,Santa María,Valle de Anisacate,14147300,0,0,0,0,0,0,0,62,62
CORDOBA,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),14147310,0,0,0,0,0,0,0,483,483
CORDOBA,Santa María,Villa del Prado,14147320,0,0,0,0,0,0,0,49,49
CORDOBA,Santa María,Villa La Bolsa,14147330,0,0,0,0,0,0,0,53,53
CORDOBA,Santa María,Villa Los Aromos,14147340,93,0,0,0,0,0,0,61,154
CORDOBA,Santa María,Villa Parque Santa Ana,14147350,213,0,0,0,0,0,0,0,213
CORDOBA,Santa María,Villa San Isidro - José de la Quintana,14147360,0,0,0,0,0,0,0,51,51
CORDOBA,Santa María,La Donosa,14147280,0,0,0,0,0,0,0,74,74
CORDOBA,Santa María,Campos Del Virrey,14147055,0,0,0,35,0,0,0,0,35
CORDOBA,Santa María,José de la Quintana,14147115,0,0,0,0,0,0,0,11,11
CORDOBA,Sobremonte,San Francisco del Chañar,14154050,0,0,0,1,0,1,0,0,2
CORDOBA,Sobremonte,Caminiaga,14154010,0,0,0,2,0,0,0,0,2
CORDOBA,Tercero Arriba,Almafuerte,14161010,584,2528,0,291,0,0,0,404,3807
CORDOBA,Tercero Arriba,Colonia Almada,14161020,0,0,0,0,0,0,0,1,1
CORDOBA,Tercero Arriba,Corralito,14161030,0,0,0,149,265,1,0,39,454
CORDOBA,Tercero Arriba,General Fotheringham,14161050,24,0,0,0,0,0,0,40,64
CORDOBA,Tercero Arriba,Hernando,14161060,267,3031,0,3,0,0,0,0,3301
CORDOBA,Tercero Arriba,James Craik,14161070,117,689,0,3,0,0,0,637,1446
CORDOBA,Tercero Arriba,Las Isletillas,14161080,0,0,0,0,0,0,0,8,8
CORDOBA,Tercero Arriba,Las Perdices,14161090,892,0,0,0,0,1,0,33,926
CORDOBA,Tercero Arriba,Oliva,14161110,1269,0,0,1893,0,0,0,162,3324
CORDOBA,Tercero Arriba,Pampayasta Sur,14161130,0,0,0,3,0,1,0,0,4
CORDOBA,Tercero Arriba,Río Tercero,14161150,76,9313,0,11014,0,1,0,1130,21534
CORDOBA,Tercero Arriba,Tancacha,14161160,1305,0,0,0,0,1,0,193,1499
CORDOBA,Tercero Arriba,Villa Ascasubi,14161170,0,0,0,0,0,0,0,514,514
CORDOBA,Tercero Arriba,Pampayasta Norte,14161120,0,0,0,0,0,0,0,1,1
CORDOBA,Tercero Arriba,Punta del Agua,14161140,0,0,0,0,0,0,0,1,1
CORDOBA,Tercero Arriba,Dalmacio Vélez,14161040,0,0,0,460,0,0,0,0,460
CORDOBA,Totoral,Las Peñas,14168060,23,0,0,0,0,0,0,231,254
CORDOBA,Totoral,SARMIENTO,14168090,49,0,0,0,0,0,0,0,49
CORDOBA,Totoral,Villa del Totoral,14168120,306,0,0,1192,2,0,0,369,1869
CORDOBA,Totoral,Sinsacate,14168110,34,0,0,934,0,0,0,15,983
CORDOBA,Tulumba,Las Arrias,14175050,5,0,0,0,0,0,0,0,5
CORDOBA,Tulumba,San José de la Dormida,14175080,86,0,0,0,0,1,0,263,350
CORDOBA,Tulumba,Villa Tulumba,14175110,0,0,0,2,0,0,0,169,171
CORDOBA,Tulumba,San Pedro Norte,14175100,0,0,0,0,0,0,0,62,62
CORDOBA,Tulumba,Rosario del Saladillo,14175070,0,0,0,2,0,0,0,0,2
CORDOBA,Unión,Alto Alegre,14182020,140,155,0,1,0,0,0,0,296
CORDOBA,Unión,Ballesteros,14182040,557,0,0,76,0,0,0,65,698
CORDOBA,Unión,Ballesteros Sur,14182050,0,0,0,1,0,0,0,70,71
CORDOBA,Unión,Bell Ville,14182060,630,8640,0,3344,0,0,0,0,12614
CORDOBA,Unión,Canals,14182080,112,0,0,736,0,0,0,299,1147
CORDOBA,Unión,Chilibroste,14182090,146,0,0,1,0,0,0,6,153
CORDOBA,Unión,Cintra,14182100,315,0,0,1,0,1,0,76,393
CORDOBA,Unión,Idiazabal,14182130,0,0,0,461,0,1,0,0,462
CORDOBA,Unión,Justiniano Posse,14182140,0,0,0,3005,0,0,0,1,3006
CORDOBA,Unión,Laborde,14182150,124,0,0,0,0,0,0,0,124
